"concept_id","concept_name"
36882926,"Triptorelin 3.75 MG/ML Injectable Suspension"
36883917,"Triptorelin 15.5 MG/ML Injectable Suspension"
36884119,"degarelix 19 MG/ML Prefilled Syringe [Firmagon]"
36884536,"degarelix 19 MG/ML [Firmagon]"
36884543,"Leuprolide 30 MG [Eligard]"
36884776,"Medroxyprogesterone 500 MG Oral Tablet Box of 30"
36884829,"Leuprolide 6.96 MG Prefilled Syringe"
36884830,"Leuprolide 5.25 MG Drug Implant"
36885511,"Leuprolide 45 MG [Eligard]"
36885850,"Triptorelin 3 MG Injectable Suspension"
36886050,"Goserelin 10.8 MG Drug Implant [Zoladex] Box of 1"
36886056,"Triptorelin 3 MG Injectable Suspension [Decapeptyl SR]"
36886497,"Cyproterone 100 MG [Androcur]"
36886643,"Triptorelin Injectable Suspension [Salvacyl]"
36888196,"degarelix 40 MG/ML"
36888768,"Triptorelin 3 MG Injectable Suspension Box of 1"
36888982,"Medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] Box of 1"
36889007,"Triptorelin 3 MG Injectable Suspension [Decapeptyl SR] Box of 1"
36889194,"Leuprolide 0.137 MG/MG"
36889195,"Leuprolide 7.5 MG"
36889701,"Medroxyprogesterone 50 MG/ML Injection"
36889978,"Triptorelin 8.4 MG/ML Injectable Suspension [Salvacyl]"
36890207,"Triptorelin 2.8 MG/ML"
36890750,"Leuprolide 41.7 MG Prefilled Syringe"
36890751,"Leuprolide 5.25 MG Prefilled Syringe"
36891157,"Leuprolide 6.96 MG"
36891176,"Triptorelin 15.5 MG/ML"
36891409,"degarelix 40 MG/ML [Firmagon]"
36891559,"Triptorelin Injectable Suspension [Decapeptyl SR]"
36891722,"Leuprolide 22.5 MG Prefilled Syringe"
36892168,"Triptorelin 8.4 MG/ML"
36892169,"Triptorelin 3.75 MG/ML"
36892397,"Leuprolide 30 MG [Sixantone]"
36892398,"Triptorelin 8.4 MG/ML [Salvacyl]"
36892661,"Medroxyprogesterone 200 MG/ML Injectable Suspension Box of 1"
36892705,"degarelix 19 MG/ML Prefilled Syringe"
36892736,"Triptorelin 2.8 MG/ML Injectable Solution"
36892972,"Cyproterone 100 MG Oral Tablet [Androcur]"
36893184,"Leuprolide 5.25 MG"
36893195,"Triptorelin 2.81 MG/ML"
36893487,"Triptorelin Injectable Solution"
36893694,"degarelix 40 MG/ML Prefilled Syringe"
36893899,"Medroxyprogesterone 50 MG/ML Injection [Depo-Provera]"
36894119,"degarelix 19 MG/ML"
36894128,"Leuprolide 41.7 MG"
36894129,"Leuprolide 45 MG"
36894139,"Triptorelin 4.12 MG/ML"
36894431,"degarelix Prefilled Syringe"
36894482,"degarelix Prefilled Syringe [Firmagon]"
36894635,"Leuprolide 3.78 MG Drug Implant"
36894648,"Triptorelin 8.4 MG/ML Injectable Suspension"
36895069,"1 ML Triptorelin 4.12 MG/ML Injectable Solution"
36895182,"2 ML Triptorelin 11.3 MG/ML Injectable Suspension"
36895242,"2 ML Triptorelin 5.65 MG/ML Injectable Suspension"
36895248,"2 ML Triptorelin 8.4 MG/ML Injectable Suspension [Salvacyl]"
36895432,"6 ML Buserelin 1 MG/ML Prefilled Syringe Box of 2"
36895433,"6 ML Buserelin 1 MG/ML Prefilled Syringe"
36895435,"6 ML Buserelin 1 MG/ML Prefilled Syringe [Suprefact]"
36896562,"2.5 ML Medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal]"
36896564,"2.5 ML Medroxyprogesterone 200 MG/ML Injectable Suspension Box of 1"
36896570,"2.5 ML Medroxyprogesterone 200 MG/ML Injectable Suspension"
36897627,"{84 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack [Zolacos]"
36897742,"{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 10.8 MG Drug Implant) } Pack [Zolacos]"
36897743,"{28 (bicalutamide 50 MG Oral Tablet) / 1 (Goserelin 3.6 MG Drug Implant) } Pack [Zolacos]"
36919861,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 40"
36920429,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 30"
36920486,"cyproterone 50 MG Oral Tablet Box of 56 by Viatris Healthcare"
36920638,"medroxyprogesterone 400 MG Oral Tablet [Provera] by Pfizer"
36920907,"bicalutamide 50 MG Oral Tablet Box of 28 by Bristol Labs"
36920987,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1"
36921812,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Lexon"
36921828,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 10"
36922245,"triptorelin 11.25 MG Injectable Suspension [Decapeptyl SR] Box of 1 by DE"
36922315,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 40 by Sigma"
36922435,"goserelin 3.6 MG Drug Implant [Zoladex] by Mawdsley-Brooks"
36923754,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30 by Lexon"
36923991,"bicalutamide 50 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution"
36924290,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 28 by Stephar"
36924968,"medroxyprogesterone 200 MG Oral Tablet [Provera] Box of 30"
36925832,"medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal]"
36925898,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 100"
36925967,"medroxyprogesterone 5 MG Oral Tablet [Provera] by Waymade"
36926546,"triptorelin 11.25 MG Injectable Suspension [Decapeptyl SR] by DE"
36926637,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30"
36926841,"flutamide 250 MG Delayed Release Oral Tablet by DE"
36926860,"goserelin 3.6 MG Drug Implant [Zoladex] by Necessity Supplies"
36927064,"flutamide 250 MG Delayed Release Oral Tablet by Sigma"
36927472,"medroxyprogesterone 100 MG Oral Tablet [Provera]"
36928275,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 30 by Sigma"
36928456,"megestrol 40 MG Oral Tablet by Drug Tariff Special Order"
36928460,"medroxyprogesterone 200 MG Oral Tablet [Provera] by Pfizer"
36928470,"megestrol 40 MG Oral Tablet [Megace] Box of 120"
36928655,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 100 by Pfizer"
36928955,"medroxyprogesterone 10 MG Oral Tablet [Provera] by DE"
36929494,"medroxyprogesterone 100 MG Oral Tablet [Farlutal] Box of 100"
36929643,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Astrazeneca"
36929999,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30 by Waymade"
36930426,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Necessity Supplies"
36930574,"cyproterone 50 MG Oral Tablet [Cyprostat] by Bayer"
36930772,"bicalutamide 50 MG Oral Tablet by Bristol Labs"
36930885,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 100 by Dowelhurst"
36930990,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 30 by DE"
36931652,"medroxyprogesterone 200 MG Oral Tablet [Provera]"
36931726,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 100 by DE"
36932032,"goserelin 3.6 MG Drug Implant [Zoladex] by Dowelhurst"
36932198,"medroxyprogesterone 100 MG Oral Tablet [Farlutal] by Pfizer"
36932253,"medroxyprogesterone 400 MG Oral Tablet [Provera]"
36932461,"bicalutamide 50 MG Oral Tablet [Casodex] by Lexon"
36932578,"medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] Box of 1"
36932833,"medroxyprogesterone 10 MG Oral Tablet [Provera]"
36933086,"2.5 ML medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] Box of 1"
36933761,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 30 by Dowelhurst"
36934086,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 100 by Pfizer"
36935176,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 10"
36935199,"medroxyprogesterone 10 MG Oral Tablet [Provera] by Pfizer"
36935255,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 100 by Mawdsley-Brooks"
36935701,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 40 by Dowelhurst"
36935857,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 90 by Waymade"
36935860,"goserelin 3.6 MG Drug Implant [Zoladex] by Astrazeneca"
36936153,"flutamide 250 MG Oral Tablet [Chimax] by Chiron"
36937501,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 28 by Astrazeneca"
36938694,"bicalutamide 50 MG Delayed Release Oral Tablet Box of 28 by Bristol Labs"
36939042,"medroxyprogesterone 100 MG Oral Tablet [Provera] by DE"
36939152,"2.5 ML medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] by Pfizer"
36939216,"medroxyprogesterone 400 MG Oral Tablet [Provera] Box of 30 by Pfizer"
36939576,"cyproterone 100 MG Oral Tablet Box of 84 by Viatris Healthcare"
36940202,"medroxyprogesterone 10 MG Oral Tablet [Provera] by Necessity Supplies"
36940297,"medroxyprogesterone 500 MG Oral Tablet [Farlutal] Box of 56 by Pfizer"
36940329,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 28"
36940461,"medroxyprogesterone 5 MG Oral Tablet [Provera]"
36940657,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 100"
36940944,"megestrol 40 MG Oral Tablet [Megace]"
36941548,"2.5 ML medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] Box of 1 by Pfizer"
36942063,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 100 by Pfizer"
36942218,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Mawdsley-Brooks"
36942854,"medroxyprogesterone 2.5 MG Oral Tablet [Provera] by Pfizer"
36943117,"bicalutamide 150 MG Oral Tablet by Bristol Labs"
36943551,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 30 by Lexon"
36944197,"medroxyprogesterone 5 MG Oral Tablet [Provera] by Pfizer"
36944248,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 30"
36945387,"bicalutamide 50 MG Delayed Release Oral Tablet by Sigma"
36946251,"flutamide 250 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution"
36947265,"cyproterone 50 MG Oral Tablet [Cyprostat] Box of 168 by Bayer"
36947369,"bicalutamide 150 MG Oral Tablet by Sun"
36948120,"medroxyprogesterone 2.5 MG Oral Tablet [Provera] Box of 30 by Pfizer"
36948588,"medroxyprogesterone 5 MG Oral Tablet [Provera] by Dowelhurst"
36948827,"cyproterone 50 MG Oral Tablet Box of 168 by Viatris Healthcare"
36949856,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 40 by Necessity Supplies"
36950660,"flutamide 250 MG Delayed Release Oral Tablet Box of 84 by Medihealth"
36950817,"medroxyprogesterone 2.5 MG Oral Tablet [Provera] Box of 30"
36950866,"medroxyprogesterone 400 MG Oral Tablet [Provera] Box of 30"
36950917,"bicalutamide 50 MG Delayed Release Oral Tablet by Mawdsley-Brooks"
36951303,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 100"
36951589,"medroxyprogesterone 250 MG Oral Tablet [Farlutal]"
36951968,"flutamide 250 MG Delayed Release Oral Tablet Box of 84 by Phoenix Healthcare Distribution"
36952069,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 60 by Pfizer"
36952778,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by DE"
36952781,"goserelin 3.6 MG Drug Implant [Zoladex] by Waymade"
36952885,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 10 by Pfizer"
36953047,"bicalutamide 50 MG Delayed Release Oral Tablet Box of 28 by Almus"
36953189,"cyproterone 50 MG Oral Tablet [Cyprostat] Box of 168"
36953342,"medroxyprogesterone 250 MG Oral Tablet [Farlutal] Box of 50"
36953474,"medroxyprogesterone 5 MG Oral Tablet [Provera] by Sigma"
36953575,"medroxyprogesterone 200 MG Oral Tablet [Provera] Box of 30 by Pfizer"
36954059,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Dowelhurst"
36954080,"goserelin 3.6 MG Drug Implant [Zoladex] Box of 1 by Waymade"
36954749,"cyproterone 50 MG Oral Tablet [Cyprostat] Box of 160"
36954922,"flutamide 250 MG Delayed Release Oral Tablet Box of 84 by DE"
36955017,"bicalutamide 50 MG Delayed Release Oral Tablet Box of 28 by Relonchem"
36955536,"flutamide 250 MG Oral Tablet by Viatris Healthcare"
36955589,"megestrol 40 MG Oral Tablet Box of 100 by Drug Tariff Special Order"
36955831,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 100 by CST"
36955898,"medroxyprogesterone 500 MG Oral Tablet [Farlutal] by Pfizer"
36955982,"bicalutamide 150 MG Oral Tablet Box of 28 by Bristol Labs"
36956056,"bicalutamide 50 MG Delayed Release Oral Tablet by Sun"
36956632,"cyproterone 100 MG Oral Tablet by Viatris Healthcare"
36956742,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 90 by Pfizer"
36957312,"medroxyprogesterone 100 MG Oral Tablet [Farlutal] Box of 100 by Pfizer"
36957504,"medroxyprogesterone 200 MG Oral Tablet [Provera] Box of 100"
36958506,"megestrol 40 MG Oral Tablet Box of 1 by Drug Tariff Special Order"
36958914,"medroxyprogesterone 500 MG Oral Tablet [Farlutal]"
36958976,"medroxyprogesterone 5 MG Oral Tablet [Provera] by Necessity Supplies"
36959033,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30 by Necessity Supplies"
36959061,"bicalutamide 50 MG Delayed Release Oral Tablet by Relonchem"
36959412,"bicalutamide 50 MG Delayed Release Oral Tablet by Medihealth"
36959449,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 10 by Pfizer"
36959947,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 60"
36960102,"goserelin 3.6 MG Drug Implant [Zoladex] by DE"
36961239,"medroxyprogesterone 100 MG Oral Tablet [Farlutal]"
36961346,"medroxyprogesterone 250 MG Oral Tablet [Farlutal] Box of 50 by Pfizer"
36961458,"bicalutamide 50 MG Delayed Release Oral Tablet Box of 28 by Sigma"
36961806,"flutamide 250 MG Oral Tablet [Chimax] Box of 84 by Chiron"
36962742,"medroxyprogesterone 100 MG Oral Tablet [Provera] by Pfizer"
36963322,"cyproterone 50 MG Oral Tablet [Cyprostat] Box of 160 by Bayer"
36963428,"bicalutamide 150 MG Oral Tablet Box of 28 by Sun"
36964533,"cyproterone 50 MG Oral Tablet by Viatris Healthcare"
36964658,"bicalutamide 50 MG Delayed Release Oral Tablet by Bristol Labs"
36964690,"medroxyprogesterone 10 MG Oral Tablet [Provera] by Waymade"
36964830,"medroxyprogesterone 200 MG Oral Tablet [Provera] Box of 100 by Pfizer"
36965024,"bicalutamide 50 MG Oral Tablet [Casodex] Box of 28 by Lexon"
36965113,"2.5 ML medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal]"
36965128,"medroxyprogesterone 100 MG Oral Tablet [Provera] by Mawdsley-Brooks"
36965261,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30 by DE"
36965457,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 30 by Sigma"
36965701,"medroxyprogesterone 500 MG Oral Tablet [Farlutal] Box of 56"
36966017,"medroxyprogesterone 10 MG Oral Tablet [Provera] by Lexon"
36966515,"flutamide 250 MG Delayed Release Oral Tablet by Viatris Healthcare"
36967166,"goserelin 3.6 MG Drug Implant [Zoladex] by Lexon"
36967417,"megestrol 40 MG Oral Tablet [Megace] Box of 120 by Bristol Myers Squibb"
36967799,"flutamide 250 MG Oral Tablet [Chimax] Box of 84"
36967893,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 60 by Waymade"
36967938,"medroxyprogesterone 10 MG Oral Tablet [Provera] by Sigma"
36968211,"medroxyprogesterone 10 MG Oral Tablet [Provera] Box of 90"
36968425,"medroxyprogesterone 2.5 MG Oral Tablet [Provera]"
36968830,"medroxyprogesterone 5 MG Oral Tablet [Provera] Box of 40 by Waymade"
36968859,"medroxyprogesterone 250 MG Oral Tablet [Farlutal] by Pfizer"
36968912,"medroxyprogesterone 100 MG Oral Tablet [Provera] Box of 60"
36969017,"megestrol 40 MG Oral Tablet [Megace] by Bristol Myers Squibb"
36969775,"bicalutamide 50 MG Oral Tablet [Casodex] by Waymade"
37593145,"Goserelin 3.6 MG Prefilled Syringe [Zoladex] by Fd"
37593146,"Goserelin 3.6 MG Prefilled Syringe [Zoladex] by European"
37593274,"Triptorelin 11.25 MG Injectable Solution [Pamorelin La]"
37593275,"Triptorelin 11.25 MG Injectable Solution [Pamorelin La] by Eurim-Pharm"
37593811,"1 ML Medroxyprogesterone 160 MG/ML Injectable Solution by Kohlpharma"
37593812,"1 ML Medroxyprogesterone 160 MG/ML Injectable Suspension by Kohlpharma"
40015513,"buserelin Injectable Solution"
40015514,"buserelin Injectable Solution [Suprefact]"
40015517,"buserelin Nasal Spray"
40015518,"buserelin Nasal Spray [Suprefact]"
40028904,"cyproterone Injectable Solution"
40028905,"cyproterone Oral Tablet"
40028906,"cyproterone Oral Tablet [Cyprostat]"
40037754,"flutamide Oral Capsule"
40037755,"flutamide Oral Capsule [Eulexin]"
40037756,"flutamide Oral Tablet"
40037757,"flutamide Oral Tablet [Chimax]"
40037958,"estrogens, conjugated (USP) / medroxyprogesterone Oral Tablet"
40047620,"goserelin Drug Implant"
40047621,"goserelin Drug Implant [Zoladex]"
40052221,"leuprolide Drug Implant"
40052222,"leuprolide Drug Implant [Viadur]"
40052224,"leuprolide Injectable Solution"
40052226,"leuprolide Injectable Solution [Lupron]"
40052227,"leuprolide Injectable Solution [Oaklide]"
40052228,"leuprolide Injectable Suspension"
40055134,"histrelin Injectable Solution"
40058608,"nilutamide Oral Tablet"
40058609,"nilutamide Oral Tablet [Nilandron]"
40059523,"estropipate / medroxyprogesterone Oral Tablet"
40065619,"medroxyprogesterone Injectable Suspension"
40065620,"medroxyprogesterone Injectable Suspension [Depo-Provera]"
40065621,"medroxyprogesterone Injectable Suspension [Farlutal]"
40065622,"medroxyprogesterone Injectable Suspension [Provera]"
40065623,"medroxyprogesterone Oral Capsule"
40065624,"medroxyprogesterone Oral Suspension"
40065625,"medroxyprogesterone Oral Suspension [Provera]"
40065626,"medroxyprogesterone Oral Tablet"
40065627,"medroxyprogesterone Oral Tablet [Amen]"
40065628,"medroxyprogesterone Oral Tablet [Curretab]"
40065629,"medroxyprogesterone Oral Tablet [Cycrin]"
40065630,"medroxyprogesterone Oral Tablet [Farlutal]"
40065631,"medroxyprogesterone Oral Tablet [Provera]"
40066015,"megestrol Oral Suspension"
40066016,"megestrol Oral Suspension [Megace]"
40066018,"megestrol Oral Tablet"
40066019,"megestrol Oral Tablet [Megace]"
40088408,"triptorelin Injectable Suspension"
40097235,"bicalutamide Oral Tablet"
40097236,"bicalutamide Oral Tablet [Casodex]"
40097510,"abarelix Injectable Suspension"
40097511,"abarelix Injectable Suspension [Plenaxis]"
40116607,"leuprolide Injectable Suspension [Lupron Depot]"
40116892,"medroxyprogesterone Injectable Suspension [depo-subQ provera]"
40116893,"medroxyprogesterone Oral Tablet [Prodroxy]"
40123964,"histrelin Injectable Solution [Supprelin]"
40128014,"histrelin Drug Implant"
40129559,"histrelin Drug Implant [Vantas]"
40134031,"megestrol Oral Tablet [Ovaban]"
40141699,"histrelin Drug Implant [Supprelin]"
40141899,"medroxyprogesterone Prefilled Syringe"
40141913,"leuprolide Prefilled Syringe"
40141914,"leuprolide Prefilled Syringe [Lupron]"
40149413,"medroxyprogesterone Prefilled Syringe [Depo-Provera]"
40149414,"medroxyprogesterone Prefilled Syringe [depo-subQ provera]"
40155345,"leuprolide Prefilled Syringe [Eligard]"
40164959,"megestrol acetate 160 MG"
40164960,"megestrol acetate 160 MG Oral Tablet"
40164961,"megestrol acetate 20 MG"
40164962,"megestrol acetate 20 MG Oral Tablet"
40164963,"megestrol acetate 20 MG Oral Tablet [Megace]"
40164964,"megestrol acetate 20 MG Oral Tablet [Ovaban]"
40164965,"megestrol acetate 20 MG [Megace]"
40164966,"megestrol acetate 20 MG [Ovaban]"
40164967,"megestrol acetate 40 MG"
40164968,"megestrol acetate 40 MG Oral Tablet"
40164969,"megestrol acetate 40 MG Oral Tablet [Megace]"
40164970,"megestrol acetate 40 MG [Megace]"
40164971,"megestrol acetate 40 MG/ML"
40164972,"megestrol acetate 40 MG/ML Oral Suspension"
40164973,"megestrol acetate 40 MG/ML Oral Suspension [Megace]"
40164974,"megestrol acetate 40 MG/ML [Megace]"
40164975,"megestrol acetate 5 MG Oral Tablet [Ovaban]"
40164976,"megestrol acetate 5 MG [Ovaban]"
40165493,"degarelix 80 MG Injection [Firmagon]"
40165495,"degarelix 120 MG Injection [Firmagon]"
40168757,"megestrol acetate 125 MG/ML Oral Suspension [Megace]"
40168758,"megestrol acetate 125 MG/ML [Megace]"
40174069,"triptorelin 3.75 MG Injection [Trelstar]"
40174072,"triptorelin 22.5 MG Injection"
40174073,"triptorelin 22.5 MG Injection [Trelstar]"
40174076,"triptorelin 11.25 MG Injection"
40174077,"triptorelin 11.25 MG Injection [Trelstar]"
40224108,"1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe"
40224109,"1 ML medroxyprogesterone acetate 150 MG/ML Prefilled Syringe [Depo-Provera]"
40224132,"0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe"
40224133,"0.65 ML medroxyprogesterone acetate 160 MG/ML Prefilled Syringe [depo-subQ provera]"
40224788,"medroxyprogesterone acetate 10 MG"
40224789,"medroxyprogesterone acetate 10 MG Oral Tablet"
40224790,"medroxyprogesterone acetate 10 MG Oral Tablet [Amen]"
40224791,"medroxyprogesterone acetate 10 MG Oral Tablet [Curretab]"
40224792,"medroxyprogesterone acetate 10 MG Oral Tablet [Cycrin]"
40224793,"medroxyprogesterone acetate 10 MG Oral Tablet [Prodroxy]"
40224794,"medroxyprogesterone acetate 10 MG Oral Tablet [Provera]"
40224795,"medroxyprogesterone acetate 10 MG [Amen]"
40224796,"medroxyprogesterone acetate 10 MG [Curretab]"
40224797,"medroxyprogesterone acetate 10 MG [Cycrin]"
40224798,"medroxyprogesterone acetate 10 MG [Prodroxy]"
40224799,"medroxyprogesterone acetate 10 MG [Provera]"
40224800,"medroxyprogesterone acetate 100 MG"
40224801,"medroxyprogesterone acetate 100 MG Oral Tablet"
40224802,"medroxyprogesterone acetate 100 MG/ML"
40224803,"medroxyprogesterone acetate 100 MG/ML Injectable Suspension"
40224804,"medroxyprogesterone acetate 150 MG/ML"
40224805,"1 ML medroxyprogesterone acetate 150 MG/ML Injection"
40224806,"1 ML medroxyprogesterone acetate 150 MG/ML Injection [Depo-Provera]"
40224807,"medroxyprogesterone acetate 150 MG/ML [Depo-Provera]"
40224808,"medroxyprogesterone acetate 160 MG/ML"
40224809,"medroxyprogesterone acetate 160 MG/ML Injectable Suspension"
40224810,"medroxyprogesterone acetate 160 MG/ML [depo-subQ provera]"
40224811,"medroxyprogesterone acetate 2.5 MG"
40224812,"medroxyprogesterone acetate 2.5 MG Oral Tablet"
40224813,"medroxyprogesterone acetate 2.5 MG Oral Tablet [Cycrin]"
40224814,"medroxyprogesterone acetate 2.5 MG Oral Tablet [Provera]"
40224815,"medroxyprogesterone acetate 2.5 MG [Cycrin]"
40224816,"medroxyprogesterone acetate 2.5 MG [Provera]"
40224818,"medroxyprogesterone acetate 200 MG"
40224819,"medroxyprogesterone acetate 200 MG Oral Tablet"
40224820,"medroxyprogesterone acetate 200 MG/ML"
40224825,"medroxyprogesterone acetate 200 MG/ML Injectable Suspension"
40224826,"medroxyprogesterone acetate 250 MG"
40224827,"medroxyprogesterone acetate 250 MG Oral Tablet"
40224828,"medroxyprogesterone acetate 400 MG"
40224829,"medroxyprogesterone acetate 400 MG Oral Tablet"
40224830,"medroxyprogesterone acetate 400 MG/ML"
40224831,"medroxyprogesterone acetate 400 MG/ML Injectable Suspension"
40224832,"medroxyprogesterone acetate 400 MG/ML Injectable Suspension [Depo-Provera]"
40224833,"medroxyprogesterone acetate 400 MG/ML [Depo-Provera]"
40224834,"medroxyprogesterone acetate 5 MG"
40224835,"medroxyprogesterone acetate 5 MG Oral Tablet"
40224836,"medroxyprogesterone acetate 5 MG Oral Tablet [Cycrin]"
40224837,"medroxyprogesterone acetate 5 MG Oral Tablet [Provera]"
40224838,"medroxyprogesterone acetate 5 MG [Cycrin]"
40224839,"medroxyprogesterone acetate 5 MG [Provera]"
40224840,"medroxyprogesterone acetate 50 MG/ML"
40224841,"medroxyprogesterone acetate 500 MG"
40224842,"medroxyprogesterone acetate 500 MG Oral Tablet"
40224935,"estrogens, conjugated (USP) 0.625 MG / medroxyprogesterone acetate 10 MG Oral Tablet"
40228291,"medroxyprogesterone acetate 100 MG [Farlutal]"
40228292,"medroxyprogesterone acetate 100 MG [Provera]"
40228293,"medroxyprogesterone acetate 100 MG/ML [Provera]"
40228294,"medroxyprogesterone acetate 200 MG [Provera]"
40228295,"medroxyprogesterone acetate 200 MG/ML [Farlutal]"
40228296,"medroxyprogesterone acetate 250 MG [Farlutal]"
40228297,"medroxyprogesterone acetate 400 MG [Provera]"
40228298,"medroxyprogesterone acetate 500 MG [Farlutal]"
40240342,"1.5 ML leuprolide acetate 15 MG/ML Prefilled Syringe"
40240343,"1.5 ML leuprolide acetate 15 MG/ML Prefilled Syringe [Lupron]"
40240346,"1.5 ML leuprolide acetate 30 MG/ML Prefilled Syringe"
40240347,"1.5 ML leuprolide acetate 30 MG/ML Prefilled Syringe [Lupron]"
40240348,"1.5 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe"
40240349,"1.5 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe [Lupron]"
40240359,"1 ML leuprolide acetate 11.25 MG/ML Prefilled Syringe"
40240360,"1 ML leuprolide acetate 11.25 MG/ML Prefilled Syringe [Lupron]"
40240361,"1 ML leuprolide acetate 15 MG/ML Prefilled Syringe"
40240362,"1 ML leuprolide acetate 15 MG/ML Prefilled Syringe [Lupron]"
40240363,"1 ML leuprolide acetate 3.75 MG/ML Prefilled Syringe"
40240364,"1 ML leuprolide acetate 3.75 MG/ML Prefilled Syringe [Lupron]"
40240365,"1 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe"
40240366,"1 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe [Lupron]"
40240977,"leuprolide acetate 11.25 MG/ML"
40240978,"leuprolide acetate 11.25 MG/ML [Lupron]"
40240979,"leuprolide acetate 15 MG/ML Injectable Solution"
40240980,"leuprolide acetate 15 MG/ML [Lupron]"
40240981,"leuprolide acetate 20 MG/ML [Lupron]"
40240982,"leuprolide acetate 3.75 MG/ML [Lupron]"
40240983,"leuprolide acetate 30 MG/ML [Lupron]"
40240984,"leuprolide acetate 5 MG/ML Injectable Solution [Oaklide]"
40240985,"leuprolide acetate 5 MG/ML [Oaklide]"
40240986,"leuprolide acetate 7.5 MG/ML"
40240987,"leuprolide acetate 7.5 MG/ML Injectable Suspension"
40240988,"leuprolide acetate 7.5 MG/ML [Lupron]"
40717456,"2.5 ML Medroxyprogesterone 200 MG/ML Injectable Suspension [Farlutal] by Pfizer"
40718339,"1 ML Megestrol 40 MG/ML Oral Suspension"
40718735,"1 ML Medroxyprogesterone 160 MG/ML Injectable Suspension [Depo-Provera] Box of 1 by Necessity Supplies"
40718736,"1 ML Medroxyprogesterone 160 MG/ML Injectable Suspension [Depo-Provera] Box of 1 by Sigma"
40718737,"1 ML Medroxyprogesterone 160 MG/ML Injectable Suspension [Depo-Provera] by Necessity Supplies"
