"concept_id","concept_name"
21057677,"1 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1"
21058122,"2 ML docetaxel 40 MG/ML Injection [Taxotere]"
21058417,"8 ML docetaxel 10 MG/ML Injection by A A H"
21058418,"8 ML docetaxel 10 MG/ML Injection Box of 1 by TEVA"
21063071,"docetaxel 20 MG/ML [Taxceus]"
21065979,"olaparib 50 MG Oral Capsule Box of 448"
21067527,"1 ML docetaxel 20 MG/ML Injection Box of 1 by A A H"
21067528,"1 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1 by Sanofi"
21068186,"4 ML docetaxel 20 MG/ML Injection Box of 1"
21068187,"4 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1 by Medac"
21068350,"7 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1"
21068354,"8 ML docetaxel 10 MG/ML Injection"
21069759,"2.88 ML docetaxel 27.8 MG/ML Injection Box of 1"
21069760,"2.88 ML docetaxel 27.8 MG/ML Injection Box of 1 by TEVA"
21072981,"docetaxel 10 MG/ML Injection Box of 1"
21077426,"1 ML docetaxel 20 MG/ML Injection Box of 1 by Accord"
21077862,"2 ML docetaxel 10 MG/ML Injection by TEVA"
21077863,"2 ML docetaxel 40 MG/ML Injection Box of 1"
21078152,"8 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1 by Sanofi"
21080508,"abiraterone 250 MG Oral Tablet [Zytiga] Box of 120"
21087617,"2 ML docetaxel 10 MG/ML Injection by Hospira"
21087618,"2 ML docetaxel 40 MG/ML Injection Box of 1 by TEVA"
21088546,"0.5 ML docetaxel 40 MG/ML Injection [Taxotere] Box of 1"
21089198,"0.72 ML docetaxel 27.8 MG/ML Injection"
21095401,"olaparib 50 MG Oral Capsule [Lynparza] Box of 448"
21096920,"1 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1 by Medac"
21096921,"1 ML docetaxel 20 MG/ML Injection [Taxotere] by Sanofi"
21097421,"2 ML docetaxel 40 MG/ML Injection"
21097546,"4 ML docetaxel 20 MG/ML Injection [Taxotere] Box of 1"
21097712,"7 ML docetaxel 20 MG/ML Injection by Actavis"
21097938,"16 ML docetaxel 10 MG/ML Injection Box of 1"
21102337,"docetaxel 40 MG/ML Injection Box of 1"
21106776,"1 ML docetaxel 20 MG/ML Injection by Dr Reddy's"
21107411,"4 ML docetaxel 20 MG/ML Injection [Taxceus]"
21107412,"4 ML docetaxel 20 MG/ML Injection [Taxotere] by Sanofi"
21107576,"7 ML docetaxel 20 MG/ML Injection"
21107577,"7 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1 by Medac"
21107581,"8 ML docetaxel 20 MG/ML Injection [Taxotere]"
21107804,"16 ML docetaxel 10 MG/ML Injection"
21108275,"0.5 ML docetaxel 40 MG/ML Injection Box of 1"
21112146,"docetaxel Injection [Taxceus]"
21116515,"1 ML docetaxel 20 MG/ML Injection by Accord"
21116516,"1 ML docetaxel 20 MG/ML Injection by A A H"
21117323,"8 ML docetaxel 10 MG/ML Injection by Hospira"
21118660,"0.72 ML docetaxel 27.8 MG/ML Injection Box of 1 by TEVA"
21118680,"2.88 ML docetaxel 27.8 MG/ML Injection"
21121832,"docetaxel 20 MG/ML Injection [Taxceus]"
21121833,"docetaxel 27.8 MG/ML Injection Box of 1"
21126754,"2 ML docetaxel 40 MG/ML Injection [Taxotere] by Sanofi"
21126891,"4 ML docetaxel 20 MG/ML Injection Box of 1 by A A H"
21127056,"7 ML docetaxel 20 MG/ML Injection Box of 1 by A A H"
21127057,"7 ML docetaxel 20 MG/ML Injection [Taxceus] by Medac"
21127282,"16 ML docetaxel 10 MG/ML Injection Box of 1 by A A H"
21127776,"0.5 ML docetaxel 40 MG/ML Injection by TEVA"
21134601,"olaparib 50 MG Oral Capsule [Lynparza] Box of 448 by Astrazeneca"
21136139,"1 ML docetaxel 20 MG/ML Injection by Actavis"
21136140,"1 ML docetaxel 20 MG/ML Injection Box of 1 by Actavis"
21136644,"2 ML docetaxel 10 MG/ML Injection Box of 1 by Hospira"
21136645,"2 ML docetaxel 40 MG/ML Injection [Taxotere] Box of 1 by Sanofi"
21136772,"4 ML docetaxel 20 MG/ML Injection Box of 1 by Accord"
21136943,"7 ML docetaxel 20 MG/ML Injection Box of 1 by Actavis"
21136948,"8 ML docetaxel 10 MG/ML Injection Box of 1 by Hospira"
21136949,"8 ML docetaxel 10 MG/ML Injection Box of 1 by A A H"
21139399,"abiraterone 250 MG Oral Tablet Box of 120"
21141570,"docetaxel 20 MG/ML Injection [Taxotere] Box of 1"
21141571,"docetaxel 40 MG/ML Injection [Taxotere] Box of 1"
21146485,"2 ML docetaxel 10 MG/ML Injection Box of 1 by A A H"
21146632,"4 ML docetaxel 20 MG/ML Injection by Dr Reddy's"
21147562,"1.5 ML cabazitaxel 40 MG/ML Injection [Jevtana] Box of 1"
21151382,"docetaxel 20 MG/ML Injection [Taxceus] Box of 1"
21154419,"olaparib 50 MG Oral Capsule [Lynparza] by Astrazeneca"
21154503,"cabazitaxel 40 MG/ML Injection Box of 1"
21156607,"4 ML docetaxel 20 MG/ML Injection Box of 1 by Dr Reddy's"
21156781,"8 ML docetaxel 20 MG/ML Injection by Accord"
21156782,"8 ML docetaxel 20 MG/ML Injection Box of 1 by Accord"
21156783,"8 ML docetaxel 20 MG/ML Injection [Taxotere] by Sanofi"
21157466,"0.5 ML docetaxel 40 MG/ML Injection [Taxotere]"
21157467,"0.5 ML docetaxel 40 MG/ML Injection [Taxotere] by Sanofi"
21157534,"1.5 ML cabazitaxel 40 MG/ML Injection [Jevtana] Box of 1 by Sanofi"
21164314,"cabazitaxel 40 MG/ML Injection [Jevtana] Box of 1"
21165739,"1 ML docetaxel 20 MG/ML Injection Box of 1 by Dr Reddy's"
21166343,"4 ML docetaxel 20 MG/ML Injection [Taxceus] by Medac"
21166344,"4 ML docetaxel 20 MG/ML Injection [Taxceus] Box of 1"
21166750,"16 ML docetaxel 10 MG/ML Injection by Hospira"
21167225,"0.5 ML docetaxel 40 MG/ML Injection Box of 1 by TEVA"
21171086,"docetaxel 20 MG/ML Injection Box of 1"
21175983,"2 ML docetaxel 10 MG/ML Injection Box of 1"
21175984,"2 ML docetaxel 10 MG/ML Injection Box of 1 by TEVA"
21175985,"2 ML docetaxel 40 MG/ML Injection [Taxotere] Box of 1"
21176287,"7 ML docetaxel 20 MG/ML Injection Box of 1"
21176289,"8 ML docetaxel 10 MG/ML Injection Box of 1"
21177010,"0.5 ML docetaxel 40 MG/ML Injection [Taxotere] Box of 1 by Sanofi"
21603724,"docetaxel; parenteral"
35129350,"1 ML docetaxel 20 MG/ML Injectable Solution by Nippon Kayaku"
35129522,"4 ML docetaxel 20 MG/ML Injectable Solution by HK"
35131555,"1 ML docetaxel 20 MG/ML Injectable Solution by Nihon"
35133352,"2 ML docetaxel 40 MG/ML Injectable Solution by ASKA"
35133814,"1 ML docetaxel 20 MG/ML Injectable Solution by HK"
35136042,"4 ML docetaxel 20 MG/ML Injectable Solution [Onetaxotere]"
35136336,"4 ML docetaxel 20 MG/ML Injectable Solution by Towa"
35137236,"4 ML docetaxel 20 MG/ML Injectable Solution by Nippon Kayaku"
35137701,"1 ML docetaxel 20 MG/ML Injectable Solution by Sawai Seiyaku"
35137880,"4 ML docetaxel 20 MG/ML Injectable Solution by Nipro"
35138639,"0.5 ML docetaxel 40 MG/ML Injectable Solution by ASKA"
35140607,"0.5 ML docetaxel 40 MG/ML Injectable Solution by Sawai Seiyaku"
35141072,"1 ML docetaxel 20 MG/ML Injectable Solution by Yakult Honsha"
35142768,"1 ML docetaxel 20 MG/ML Injectable Solution [Onetaxotere]"
35143210,"1 ML docetaxel 20 MG/ML Injectable Solution by Towa"
35143471,"2 ML docetaxel 10 MG/ML Injectable Solution by Sandoz"
35144990,"4 ML docetaxel 20 MG/ML Injectable Solution by Sawai Seiyaku"
35145061,"4 ML docetaxel 20 MG/ML Injectable Solution by Yakult Honsha"
35148033,"2 ML docetaxel 40 MG/ML Injectable Solution by Sawai Seiyaku"
35148290,"4 ML docetaxel 20 MG/ML Injectable Solution by Pfizer"
35148396,"docetaxel 20 MG/ML Injectable Solution [Onetaxotere]"
35149042,"docetaxel 20 MG/ML [Onetaxotere]"
35149733,"1 ML docetaxel 20 MG/ML Injectable Solution by Elmed Eisai"
35150072,"4 ML docetaxel 20 MG/ML Injectable Solution by Nihon"
35151949,"1 ML docetaxel 20 MG/ML Injectable Solution by Nipro"
35152997,"12 ML docetaxel 10 MG/ML Injectable Solution"
35155825,"12 ML docetaxel 10 MG/ML Injectable Solution by Hospira"
35157040,"8 ML docetaxel 10 MG/ML Injectable Solution by Sandoz"
35157816,"1 ML docetaxel 20 MG/ML Injectable Solution by Pfizer"
35160738,"docetaxel Injectable Solution [Onetaxotere]"
35160856,"4 ML docetaxel 20 MG/ML Injectable Solution by Elmed Eisai"
35746195,"docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1"
35757976,"docetaxel Prefilled Syringe [Taxceus]"
35775481,"docetaxel 20 MG/ML Prefilled Syringe [Taxceus]"
35775995,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus]"
35776116,"1 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Dr Reddy's"
35776117,"1 ML docetaxel 20 MG/ML Injectable Solution by Actavis"
35776118,"1 ML docetaxel 20 MG/ML Injectable Solution by Dr Reddy's"
35776678,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] Box of 1 by Sanofi"
35776679,"1 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Actavis"
35776680,"1 ML docetaxel 20 MG/ML Prefilled Syringe by A A H"
35776681,"1 ML docetaxel 20 MG/ML Injectable Solution by A A H"
35776948,"1 ML docetaxel 20 MG/ML Injectable Solution [Taxotere] by Sanofi"
35776949,"1 ML docetaxel 20 MG/ML Prefilled Syringe by Actavis"
35777100,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1"
35777230,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1 by Medac"
35777231,"1 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Dr Reddy's"
35777232,"1 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Accord"
35777233,"1 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Accord"
35777234,"1 ML docetaxel 20 MG/ML Injectable Solution by Accord"
35777529,"1 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] by Medac"
35777530,"1 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Actavis"
35777816,"1 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by A A H"
35777817,"1 ML docetaxel 20 MG/ML Prefilled Syringe by Accord"
35778100,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] by Sanofi"
35778101,"1 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] Box of 1 by Medac"
35778102,"1 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] by Medac"
35778103,"1 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by A A H"
35778104,"1 ML docetaxel 20 MG/ML Prefilled Syringe by Dr Reddy's"
35778323,"2 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by A A H"
35778324,"2 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by Hospira"
35778325,"2 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by Hospira"
35778326,"2 ML docetaxel 10 MG/ML Prefilled Syringe by A A H"
35778611,"2 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by TEVA"
35778612,"2 ML docetaxel 40 MG/ML Injectable Solution by TEVA"
35778741,"2 ML docetaxel 10 MG/ML Prefilled Syringe by TEVA"
35778742,"2 ML docetaxel 10 MG/ML Injectable Solution by A A H"
35778743,"2 ML docetaxel 10 MG/ML Injectable Solution by Hospira"
35778744,"2 ML docetaxel 40 MG/ML Injectable Solution [Taxotere] by Sanofi"
35778863,"2 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by TEVA"
35778864,"2 ML docetaxel 10 MG/ML Injectable Solution by TEVA"
35778865,"2 ML docetaxel 10 MG/ML Prefilled Syringe by Hospira"
35779124,"2 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by A A H"
35779266,"2 ML docetaxel 40 MG/ML Injectable Solution Box of 1 by TEVA"
35779818,"4 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] by Medac"
35779819,"4 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Accord"
35779820,"4 ML docetaxel 20 MG/ML Injectable Solution by Accord"
35779852,"4 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by A A H"
35779853,"4 ML docetaxel 20 MG/ML Injectable Solution by A A H"
35779878,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1 by Medac"
35779879,"4 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Actavis"
35779880,"4 ML docetaxel 20 MG/ML Prefilled Syringe by A A H"
35779902,"4 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] Box of 1 by Medac"
35779903,"4 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Actavis"
35779920,"4 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Accord"
35779934,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1"
35779944,"4 ML docetaxel 20 MG/ML Prefilled Syringe by Actavis"
35779969,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] by Medac"
35779970,"4 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by A A H"
35779971,"4 ML docetaxel 20 MG/ML Injectable Solution by Dr Reddy's"
35779981,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus]"
35779990,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] Box of 1 by Sanofi"
35779991,"4 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] by Sanofi"
35779992,"4 ML docetaxel 20 MG/ML Injectable Solution [Taxotere] by Sanofi"
35779993,"4 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Dr Reddy's"
35779994,"4 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Dr Reddy's"
35779995,"4 ML docetaxel 20 MG/ML Injectable Solution by Actavis"
35779996,"4 ML docetaxel 20 MG/ML Prefilled Syringe by Dr Reddy's"
35779997,"4 ML docetaxel 20 MG/ML Prefilled Syringe by Accord"
35781387,"7 ML docetaxel 20 MG/ML Prefilled Syringe by A A H"
35781388,"7 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] Box of 1 by Medac"
35781389,"7 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Actavis"
35781390,"7 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by A A H"
35781391,"7 ML docetaxel 20 MG/ML Injectable Solution by A A H"
35781393,"7 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1 by Medac"
35781394,"7 ML docetaxel 20 MG/ML Injectable Solution [Taxceus] by Medac"
35781397,"7 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Actavis"
35781398,"7 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by A A H"
35781399,"7 ML docetaxel 20 MG/ML Prefilled Syringe by Actavis"
35781402,"7 ML docetaxel 20 MG/ML Injectable Solution by Actavis"
35781403,"7 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus]"
35781404,"7 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] Box of 1"
35781405,"7 ML docetaxel 20 MG/ML Prefilled Syringe [Taxceus] by Medac"
35781407,"8 ML docetaxel 20 MG/ML Injectable Solution [Taxotere] by Sanofi"
35781414,"8 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] Box of 1 by Sanofi"
35781419,"8 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by TEVA"
35781420,"8 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by Hospira"
35781421,"8 ML docetaxel 10 MG/ML Injectable Solution by TEVA"
35781422,"8 ML docetaxel 10 MG/ML Injectable Solution by A A H"
35781423,"8 ML docetaxel 20 MG/ML Injectable Solution by Accord"
35781430,"8 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by TEVA"
35781431,"8 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by A A H"
35781432,"8 ML docetaxel 10 MG/ML Injectable Solution by Hospira"
35781433,"8 ML docetaxel 20 MG/ML Prefilled Syringe [Taxotere] by Sanofi"
35781434,"8 ML docetaxel 20 MG/ML Prefilled Syringe by Accord"
35781437,"8 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by Hospira"
35781446,"8 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by A A H"
35781447,"8 ML docetaxel 10 MG/ML Prefilled Syringe by TEVA"
35781448,"8 ML docetaxel 10 MG/ML Prefilled Syringe by A A H"
35781449,"8 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Accord"
35781457,"8 ML docetaxel 10 MG/ML Prefilled Syringe by Hospira"
35781458,"8 ML docetaxel 20 MG/ML Prefilled Syringe Box of 1 by Accord"
35782795,"16 ML docetaxel 10 MG/ML Prefilled Syringe by A A H"
35782796,"16 ML docetaxel 10 MG/ML Injectable Solution by A A H"
35782797,"16 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by A A H"
35782799,"16 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by A A H"
35782800,"16 ML docetaxel 10 MG/ML Injectable Solution by Hospira"
35782801,"16 ML docetaxel 10 MG/ML Prefilled Syringe Box of 1 by Hospira"
35782802,"16 ML docetaxel 10 MG/ML Injectable Solution Box of 1 by Hospira"
35782803,"16 ML docetaxel 10 MG/ML Prefilled Syringe by Hospira"
35785550,"0.5 ML docetaxel 40 MG/ML Injectable Solution [Taxotere] by Sanofi"
35785631,"0.5 ML docetaxel 40 MG/ML Injectable Solution by TEVA"
35785677,"0.5 ML docetaxel 40 MG/ML Injectable Solution Box of 1 by TEVA"
35789799,"0.72 ML docetaxel 27.8 MG/ML Prefilled Syringe by TEVA"
35789802,"0.72 ML docetaxel 27.8 MG/ML Injectable Solution Box of 1 by TEVA"
35789808,"0.72 ML docetaxel 27.8 MG/ML Prefilled Syringe Box of 1 by TEVA"
35789815,"0.72 ML docetaxel 27.8 MG/ML Injectable Solution by TEVA"
35793660,"2.88 ML docetaxel 27.8 MG/ML Injectable Solution by A A H"
35793661,"2.88 ML docetaxel 27.8 MG/ML Prefilled Syringe Box of 1 by A A H"
35793662,"2.88 ML docetaxel 27.8 MG/ML Prefilled Syringe by TEVA"
35793663,"2.88 ML docetaxel 27.8 MG/ML Prefilled Syringe Box of 1 by TEVA"
35793664,"2.88 ML docetaxel 27.8 MG/ML Injectable Solution Box of 1 by A A H"
35793665,"2.88 ML docetaxel 27.8 MG/ML Injectable Solution by TEVA"
35793666,"2.88 ML docetaxel 27.8 MG/ML Injectable Solution Box of 1 by TEVA"
35793667,"2.88 ML docetaxel 27.8 MG/ML Prefilled Syringe by A A H"
35829027,"2 ML docetaxel 40 MG/ML Injectable Solution by Sawai"
35829147,"1 ML docetaxel 20 MG/ML Injectable Solution by Sawai"
35829185,"0.5 ML docetaxel 40 MG/ML Injectable Solution by Sawai"
35829452,"4 ML docetaxel 20 MG/ML Injectable Solution by Sawai"
35868847,"docetaxel Injectable Solution [Xicun]"
35868848,"docetaxel Injectable Solution [Siqudi]"
35868849,"docetaxel Injectable Solution [Aisu]"
35868994,"docetaxel 40 MG/ML Injectable Solution [Yiyouruikang]"
35868995,"docetaxel 40 MG/ML Injectable Solution [Duopafei]"
35868996,"docetaxel 40 MG/ML Injectable Solution [Xicun]"
35868997,"docetaxel 40 MG/ML Injectable Solution [Siqudi]"
35868998,"docetaxel 40 MG/ML Injectable Solution [Aisu]"
35868999,"docetaxel 40 MG/ML [Yiyouruikang]"
35869000,"docetaxel 40 MG/ML [Duopafei]"
35869001,"docetaxel 40 MG/ML [Xicun]"
35869002,"docetaxel 40 MG/ML [Siqudi]"
35869003,"docetaxel 40 MG/ML [Aisu]"
35869004,"docetaxel 20 MG/ML Injectable Solution [Taisuodi]"
35869005,"docetaxel 20 MG/ML Injectable Solution [Duopafei]"
35869006,"docetaxel 20 MG/ML [Taisuodi]"
35869007,"docetaxel 20 MG/ML [Duopafei]"
35869008,"docetaxel Injectable Solution [Yiyouruikang]"
35869009,"docetaxel Injectable Solution [Taisuodi]"
35869010,"docetaxel Injectable Solution [Duopafei]"
35898015,"olaparib 150 MG Oral Tablet [Lynparza] Box of 56 by Originalis B.V."
35898016,"olaparib 150 MG Oral Tablet [Lynparza] by Originalis B.V."
35898017,"olaparib 100 MG Oral Tablet [Lynparza] Box of 56 by Originalis B.V."
35898018,"olaparib 100 MG Oral Tablet [Lynparza] by Originalis B.V."
35898368,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Originalis B.V."
35898412,"enzalutamide 40 MG Oral Tablet [Xtandi] by Originalis B.V."
36034899,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Abacus Medicine"
36034900,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Orifarm Leverkus"
36034901,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Haematogmbh"
36034902,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Kohlpharma"
36034903,"enzalutamide 40 MG Oral Tablet [Xtandi] Box of 112 by Paranova Pack"
36035853,"darolutamide 300 MG Oral Tablet Box of 96"
36035854,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 96"
36035855,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 96 by Bayer"
36037002,"abiraterone 250 MG Oral Tablet [Zytiga] Box of 120 by Plaza Pharm"
36037476,"7 ML docetaxel 20 MG/ML Injectable Solution by Bb Farma"
36054027,"1.5 ML cabazitaxel 40 MG/ML Injectable Solution [Jevtana] Box of 1 by Originalis B.V."
36054028,"1.5 ML cabazitaxel 40 MG/ML Injectable Solution [Jevtana] by Originalis B.V."
36054566,"1 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Fresenius"
36056041,"4 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Fresenius"
36056891,"8 ML docetaxel 20 MG/ML Injectable Solution Box of 1 by Fresenius"
36057279,"abiraterone 500 MG Oral Tablet [Zytiga] Box of 56 by Originalis B.V."
36057280,"abiraterone 500 MG Oral Tablet [Zytiga] by Originalis B.V."
36057380,"apalutamide 60 MG Oral Tablet [Erleada] Box of 112 by Janssen"
36057381,"apalutamide 60 MG Oral Tablet [Erleada] Box of 112"
36065613,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 112 by Bayer"
36065614,"darolutamide 300 MG Oral Tablet [Nubeqa] Box of 112"
36065615,"darolutamide 300 MG Oral Tablet [Nubeqa] by Bayer"
36065616,"darolutamide 300 MG Oral Tablet Box of 112"
36068616,"enzalutamide 40 MG Oral Capsule [Xtandi] Box of 112 by Originalis B.V."
36068617,"enzalutamide 40 MG Oral Capsule [Xtandi] by Originalis B.V."
36074030,"apalutamide 60 MG Oral Tablet Box of 112"
36118758,"cabazitaxel 10 MG/ML"
36118759,"cabazitaxel 10 MG/ML Injectable Solution"
36118760,"cabazitaxel 10 MG/ML Injectable Solution Box of 1"
36118761,"cabazitaxel 20 MG/ML"
36120809,"cabazitaxel 20 MG/ML Injectable Solution"
36120810,"cabazitaxel 20 MG/ML Injectable Solution Box of 1"
36121115,"1.5 ML cabazitaxel 40 MG/ML Injectable Solution by Dr Reddy's"
36121116,"1.5 ML cabazitaxel 40 MG/ML Injectable Solution Box of 1 by Dr Reddy's"
36121160,"3 ML cabazitaxel 20 MG/ML Injectable Solution"
36121161,"3 ML cabazitaxel 20 MG/ML Injectable Solution by Accord"
36121162,"3 ML cabazitaxel 20 MG/ML Injectable Solution Box of 1"
36121163,"3 ML cabazitaxel 20 MG/ML Injectable Solution Box of 1 by Accord"
36121214,"4.5 ML cabazitaxel 10 MG/ML Injectable Solution"
36121215,"4.5 ML cabazitaxel 10 MG/ML Injectable Solution by Kent"
36121216,"4.5 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1"
36121217,"4.5 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1 by Kent"
36121246,"5 ML cabazitaxel 10 MG/ML Injectable Solution"
36121247,"5 ML cabazitaxel 10 MG/ML Injectable Solution by Kent"
36121248,"5 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1"
36121249,"5 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1 by Kent"
36121251,"6 ML cabazitaxel 10 MG/ML Injectable Solution"
36121252,"6 ML cabazitaxel 10 MG/ML Injectable Solution by Kent"
36121253,"6 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1"
36121254,"6 ML cabazitaxel 10 MG/ML Injectable Solution Box of 1 by Kent"
36257999,"docetaxel 20 MG/ML Injectable Solution [DOCETAXEL EG]"
36260531,"docetaxel 20 MG/ML Injection [DOCETAXEL ACCORD]"
36261961,"docetaxel Injectable Solution [DOCETAXEL EG]"
36277648,"1 ML docetaxel 20 MG/ML Injectable Solution [DOCETAXEL EG] by Eurogenerics"
36277810,"1 ML docetaxel 20 MG/ML Injection [Docetaxel Aurobindo] by Aurobindo"
36277855,"1 ML docetaxel 20 MG/ML Injection [Docetaxel Aurobindo]"
36277905,"1 ML docetaxel 20 MG/ML Injection [DOCETAXEL EG]"
36277927,"1 ML docetaxel 20 MG/ML Injectable Solution [DOCETAXEL ACCORD] by Accord"
36278649,"4 ML docetaxel 20 MG/ML Injection [DOCETAXEL EG]"
36278650,"4 ML docetaxel 20 MG/ML Injection [Docetaxel Aurobindo]"
36278663,"4 ML docetaxel 20 MG/ML Injectable Solution [Docetaxel Aurobindo] by Aurobindo"
36278679,"4 ML docetaxel 20 MG/ML Injectable Solution [DOCETAXEL ACCORD] by Accord"
36278760,"4 ML docetaxel 20 MG/ML Injection [DOCETAXEL EG] by Eurogenerics"
36279329,"7 ML docetaxel 20 MG/ML Injection [Docetaxel Aurobindo]"
36279330,"7 ML docetaxel 20 MG/ML Injection [DOCETAXEL EG]"
36279332,"7 ML docetaxel 20 MG/ML Injection [DOCETAXEL EG] by Eurogenerics"
36279333,"7 ML docetaxel 20 MG/ML Injection [Docetaxel Aurobindo] by Aurobindo"
36279334,"8 ML docetaxel 20 MG/ML Injection [DOCETAXEL ACCORD]"
36279337,"8 ML docetaxel 20 MG/ML Injectable Solution [Docetaxel Aurobindo] by Aurobindo"
36279345,"8 ML docetaxel 20 MG/ML Injectable Solution [Docetaxel Aurobindo]"
36279350,"8 ML docetaxel 20 MG/ML Injection [DOCETAXEL ACCORD] by Accord"
36506551,"apalutamide 60 MG Oral Tablet [Erleada] by Janssen"
36507667,"abiraterone 250 MG Oral Tablet [Zytiga] by Eurim-Pharm"
36780401,"8 ML docetaxel 20 MG/ML Intravenous Solution [DOCETAXEL ACCORD] Box of 1 by Accord"
36780402,"8 ML docetaxel 20 MG/ML Intravenous Solution [DOCETAXEL ACCORD] Box of 1"
36780403,"8 ML docetaxel 20 MG/ML Intravenous Solution [Docetaxel Aurobindo] Box of 1 by Aurobindo"
36780404,"8 ML docetaxel 20 MG/ML Intravenous Solution [Docetaxel Aurobindo] Box of 1"
36780405,"8 ML docetaxel 20 MG/ML Intravenous Solution [Taxotere] Box of 1 by Sanofi"
36780406,"8 ML docetaxel 20 MG/ML Intravenous Solution [Taxotere] Box of 1"
36780407,"8 ML docetaxel 20 MG/ML Intravenous Solution [Taxotere]"
36780408,"8 ML docetaxel 20 MG/ML Intravenous Solution Box of 1"
36780409,"8 ML docetaxel 20 MG/ML Intravenous Solution"
